anio,institucion_tipo,institucion_nombre,institucion_nombre_new,institucion_nombre_unidad_academica,unidad_academica,unidad_academica_new,carrera_titulo,institucion_gestion,carrera_titulo_nivel,Modalidad,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,reinscriptos_total,reinscriptos_varones,reinscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,carrera,carrera_grupo,Carrera_normalizada
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional San Francisco,Facultad Regional San Francisco,Facultad Regional San Francisco,Tecnicatura Universitario en Electronica,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Trenque Lauquen,Facultad Regional Trenque Lauquen,Facultad Regional Trenque Lauquen,Analista Universitario de Sistemas,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Chubut,Facultad Regional Chubut,Facultad Regional Chubut,Tecnicatura Universitario Pesquero,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Tierra del Fuego,Facultad Regional Tierra del Fuego,Facultad Regional Tierra del Fuego,Tecnicatura Universitario Pesquero,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Mendoza,Facultad Regional Mendoza,Facultad Regional Mendoza,Tecnicatura Universitario en Electronica,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Parana,Facultad Regional Parana,Facultad Regional Parana,Tecnicatura Universitario en Electronica,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,2.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Santa Fe,Facultad Regional Santa Fe,Facultad Regional Santa Fe,Analista Universitario de Sistemas,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,3.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional San Francisco,Facultad Regional San Francisco,Facultad Regional San Francisco,Tecnicatura Universitario en Administracion Rural,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Reconquista,Facultad Regional Reconquista,Facultad Regional Reconquista,Tecnicatura Universitario en Administracion Rural,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Avellaneda,Facultad Regional Avellaneda,Facultad Regional Avellaneda,Tecnicatura Universitario en Electronica,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Tucuman,Facultad Regional Tucuman,Facultad Regional Tucuman,Analista Universitario de Sistemas,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Parana,Facultad Regional Parana,Facultad Regional Parana,Tecnicatura Superior en Fabricacion de Maquinaria Agricola,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Buenos Aires,Facultad Regional Buenos Aires,Facultad Regional Buenos Aires,Especialista en Transporte,Estatal,Posgrado,Presencial,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Cordoba,Facultad Regional Cordoba,Facultad Regional Cordoba,Magister en Energias Renovables - mencion Solar,Estatal,Posgrado,Presencial,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Rosario,Facultad Regional Rosario,Facultad Regional Rosario,Magister en Energias Renovables - mencion Biomasa,Estatal,Posgrado,Presencial,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Delta,Facultad Regional Delta,Facultad Regional Delta,Magister en Procesos Biotecnologicos,Estatal,Posgrado,Presencial,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Rosario,Facultad Regional Rosario,Facultad Regional Rosario,Magister en Energias Renovables - mencion Solar,Estatal,Posgrado,Presencial,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Avellaneda,Facultad Regional Avellaneda,Facultad Regional Avellaneda,Magister en Energias Renovables - mencion Biomasa,Estatal,Posgrado,Presencial,8.0,5.0,3.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Rosario,Facultad Regional Rosario,Facultad Regional Rosario,Magister en Energias Renovables - mencion Eolica,Estatal,Posgrado,Presencial,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Buenos Aires,Facultad Regional Buenos Aires,Facultad Regional Buenos Aires,Magister en Procesos Biotecnologicos,Estatal,Posgrado,Presencial,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional General Pacheco,Facultad Regional General Pacheco,Facultad Regional General Pacheco,Magister en Energias Renovables - mencion Eolica,Estatal,Posgrado,Presencial,11.0,10.0,1.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Mendoza,Facultad Regional Mendoza,Facultad Regional Mendoza,Magister en Inteligencia de Negocios,Estatal,Posgrado,Presencial,17.0,9.0,8.0,17.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Cordoba,Facultad Regional Cordoba,Facultad Regional Cordoba,Tecnicatura Superior en Desarrollo Local y Regional,Estatal,Pregrado,Presencial,64.0,17.0,47.0,64.0,17.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Notarial Argentina,Universidad Notarial Argentina,Universidad Notarial Argentina - Universidad Notarial Argentina,Universidad Notarial Argentina,Universidad Notarial Argentina,Especialista en Asesoramiento Concursal,Privada,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Notarial Argentina,Universidad Notarial Argentina,Universidad Notarial Argentina - Universidad Notarial Argentina,Universidad Notarial Argentina,Universidad Notarial Argentina,Especialista en Negocios Societarios,Privada,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Notarial Argentina,Universidad Notarial Argentina,Universidad Notarial Argentina - Universidad Notarial Argentina,Universidad Notarial Argentina,Universidad Notarial Argentina,Magister en Minoridad,Privada,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Notarial Argentina,Universidad Notarial Argentina,Universidad Notarial Argentina - Universidad Notarial Argentina,Universidad Notarial Argentina,Universidad Notarial Argentina,Doctor en Filosofia del Derecho,Privada,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Derecho,Departamento de Derecho,Departamento de Derecho,Magister en Derecho con orientacion en Derecho Penal,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Secretaria General de Posgrado y Educacion Continua,Secretaria General de Posgrado y Educacion Continua,Secretaria General de Posgrado y Educacion Continua,Especialista en Tecnologias Digitales Configurables,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Derecho,Departamento de Derecho,Departamento de Derecho,Magister en Derecho con orientacion en Derecho Privado Patrimonial,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Derecho,Departamento de Derecho,Departamento de Derecho,Magister en Derecho con orientacion en Analisis Economico del Derecho,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Ingenieria Electrica y de Computadoras,Departamento de Ingenieria Electrica y de Computadoras,Departamento de Ingenieria Electrica y de Computadoras,Especialista en Tecnologias Digitales Configurables,Estatal,Posgrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Quimica,Departamento de Quimica,Departamento de Quimica,Tecnicatura Quimica Universitario,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Escuela Superior de Comercio,Escuela Superior de Comercio,Escuela Superior de Comercio,Tecnicatura Superior en Computacion orientacion Administrativa,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Geografia y Turismo,Departamento de Geografia y Turismo,Departamento de Geografia y Turismo,Tecnicatura Universitario en Gestion Cultural y Emprendimientos Culturales,Estatal,Pregrado,Presencial,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Secretaria General de Posgrado y Educacion Continua,Secretaria General de Posgrado y Educacion Continua,Secretaria General de Posgrado y Educacion Continua,Magister en Desarrollo y Gestion Territorial con mencion en Gestion del Desarrollo Local y con mencion en Gestion Municipal,Estatal,Posgrado,Presencial,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Economia,Departamento de Economia,Departamento de Economia,Tecnicatura Universitario en Asuntos Municipales,Estatal,Pregrado,Presencial,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Geografia y Turismo,Departamento de Geografia y Turismo,Departamento de Geografia y Turismo,Tecnicatura Universitario en Emprendimientos Turisticos,Estatal,Pregrado,Presencial,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Economia,Departamento de Economia,Departamento de Economia,Tecnicatura Universitario en Economia y Gestion de Empresas Alimentarias,Estatal,Pregrado,Presencial,6.0,4.0,2.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Agronomia,Departamento de Agronomia,Departamento de Agronomia,Tecnicatura Universitario Apicola,Estatal,Pregrado,Presencial,20.0,10.0,10.0,8.0,5.0,3.0,12.0,5.0,7.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Geografia y Turismo,Departamento de Geografia y Turismo,Departamento de Geografia y Turismo,"Tecnicatura Universitario en Cartografia, Teledeteccion y Sistemas de Informacion Geografica",Estatal,Pregrado,Presencial,23.0,13.0,10.0,10.0,5.0,5.0,13.0,8.0,5.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Ingenieria Quimica,Departamento de Ingenieria Quimica,Departamento de Ingenieria Quimica,Tecnicatura Universitario en Emprendimientos Agroalimentarios,Estatal,Pregrado,Presencial,37.0,9.0,28.0,32.0,9.0,23.0,5.0,0.0,5.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Agronomia,Departamento de Agronomia,Departamento de Agronomia,Tecnicatura Universitario en Manejo y Comercializacion de Granos,Estatal,Pregrado,Presencial,45.0,26.0,19.0,35.0,21.0,14.0,10.0,5.0,5.0,4.0,2.0,2.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Fisica,Departamento de Fisica,Departamento de Fisica,Tecnicatura Universitario en optica,Estatal,Pregrado,Presencial,55.0,16.0,39.0,26.0,12.0,14.0,29.0,4.0,25.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Economia,Departamento de Economia,Departamento de Economia,Tecnicatura Universitario en Emprendimientos Agropecuarios,Estatal,Pregrado,Presencial,56.0,16.0,40.0,34.0,10.0,24.0,22.0,6.0,16.0,2.0,0.0,2.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Ingenieria Electrica y de Computadoras,Departamento de Ingenieria Electrica y de Computadoras,Departamento de Ingenieria Electrica y de Computadoras,Tecnicatura Universitario en Sistemas Electronicas Industriales Inteligentes,Estatal,Pregrado,Presencial,69.0,59.0,10.0,69.0,59.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,"Universidad Nacional del Sur - ESCUELA NORMAL SUPERIOR ""VICENTE FATONE""","ESCUELA NORMAL SUPERIOR ""VICENTE FATONE""","ESCUELA NORMAL SUPERIOR ""VICENTE FATONE""",Profesor de Educacion Primaria,Estatal,Grado,Presencial,120.0,7.0,113.0,41.0,2.0,39.0,79.0,5.0,74.0,9.0,0.0,9.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Ingenieria Quimica,Departamento de Ingenieria Quimica,Departamento de Ingenieria Quimica,Tecnicatura Universitario en Operaciones Industriales,Estatal,Pregrado,Presencial,123.0,98.0,25.0,123.0,98.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Ingenieria Electrica y de Computadoras,Departamento de Ingenieria Electrica y de Computadoras,Departamento de Ingenieria Electrica y de Computadoras,Tecnicatura Universitario en Emprendimientos Audiovisuales,Estatal,Pregrado,Presencial,200.0,119.0,81.0,75.0,47.0,28.0,125.0,72.0,53.0,4.0,3.0,1.0,,,
2017,Universidad,Universidad Nacional del Sur,Universidad Nacional del Sur,Universidad Nacional del Sur - Departamento de Geologia,Departamento de Geologia,Departamento de Geologia,Tecnicatura Universitario en Medio Ambiente,Estatal,Pregrado,Presencial,215.0,100.0,115.0,61.0,36.0,25.0,154.0,64.0,90.0,21.0,11.0,10.0,,,
2017,Universidad,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires - Instituto Academico de Desarrollo Humano - Sede Pergamino,Instituto Academico de Desarrollo Humano - Sede Pergamino,Instituto Academico de Desarrollo Humano - Sede Pergamino,Enfermero Universitario,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,,,
2017,Universidad,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires - Instituto Academico de Desarrollo Humano,Instituto Academico de Desarrollo Humano,Instituto Academico de Desarrollo Humano,Enfermero Universitario,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,,,
2017,Universidad,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires - Escuela de Tecnologia - Sede Pergamino,Escuela de Tecnologia - Sede Pergamino,Escuela de Tecnologia - Sede Pergamino,Tecnicatura Universitario en Desarrollo de Sistemas Informaticos,Estatal,Pregrado,Presencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,"Universidad Nacional del Noroeste de la Provincia de Buenos Aires - Escuela de Ciencias Agrarias, Naturales y Ambientales","Escuela de Ciencias Agrarias, Naturales y Ambientales","Escuela de Ciencias Agrarias, Naturales y Ambientales",Tecnicatura Universitario en Produccion de Alimentos,Estatal,Pregrado,Presencial,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,,,
2017,Universidad,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires - Escuela de Tecnologia - Sede Pergamino,Escuela de Tecnologia - Sede Pergamino,Escuela de Tecnologia - Sede Pergamino,Programador Universitario de Sistemas,Estatal,Pregrado,Presencial,4.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,,,
